Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Footnote
HENRY FORD MEDICAL GROUP,0547178311,MI,CAHPS_GRP_8,Courteous and helpful office staff.,,8
HENRY FORD MEDICAL GROUP,0547178311,MI,CAHPS_GRP_9,Clinicians working together for your care.,,8
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_10,Between visit communication.,49,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_12,Attention to patient medication cost.,39,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_2,How well clinicians communicate.,87,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_3,Patients' rating of clinicians.,83,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_5,Health promotion and education.,65,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_8,Courteous and helpful office staff.,82,
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,0547179731,TN,CAHPS_GRP_9,Clinicians working together for your care.,78,
MEDSTAR MEDICAL GROUP II LLC,0547413825,MD,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,
MEDSTAR MEDICAL GROUP II LLC,0547413825,MD,CAHPS_GRP_10,Between visit communication.,54,
MEDSTAR MEDICAL GROUP II LLC,0547413825,MD,CAHPS_GRP_12,Attention to patient medication cost.,26,
MEDSTAR MEDICAL GROUP II LLC,0547413825,MD,CAHPS_GRP_2,How well clinicians communicate.,80,
MEDSTAR MEDICAL GROUP II LLC,0547413825,MD,CAHPS_GRP_3,Patients' rating of clinicians.,75,
MEDSTAR MEDICAL GROUP II LLC,0547413825,MD,CAHPS_GRP_5,Health promotion and education.,65,
MEDSTAR MEDICAL GROUP II LLC,0547413825,MD,CAHPS_GRP_8,Courteous and helpful office staff.,73,
MEDSTAR MEDICAL GROUP II LLC,0547413825,MD,CAHPS_GRP_9,Clinicians working together for your care.,72,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_10,Between visit communication.,58,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_12,Attention to patient medication cost.,39,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_2,How well clinicians communicate.,82,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_3,Patients' rating of clinicians.,83,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_5,Health promotion and education.,64,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_8,Courteous and helpful office staff.,84,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_9,Clinicians working together for your care.,76,
MEDICAL RESOURCES GROUP,0648180406,MI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",50,
MEDICAL RESOURCES GROUP,0648180406,MI,CAHPS_GRP_10,Between visit communication.,57,
MEDICAL RESOURCES GROUP,0648180406,MI,CAHPS_GRP_12,Attention to patient medication cost.,34,
MEDICAL RESOURCES GROUP,0648180406,MI,CAHPS_GRP_2,How well clinicians communicate.,79,
MEDICAL RESOURCES GROUP,0648180406,MI,CAHPS_GRP_3,Patients' rating of clinicians.,71,
MEDICAL RESOURCES GROUP,0648180406,MI,CAHPS_GRP_5,Health promotion and education.,61,
MEDICAL RESOURCES GROUP,0648180406,MI,CAHPS_GRP_8,Courteous and helpful office staff.,77,
MEDICAL RESOURCES GROUP,0648180406,MI,CAHPS_GRP_9,Clinicians working together for your care.,67,
UNC PHYSICIANS AND ASSOCIATES,0648181156,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,
UNC PHYSICIANS AND ASSOCIATES,0648181156,NC,CAHPS_GRP_10,Between visit communication.,66,
UNC PHYSICIANS AND ASSOCIATES,0648181156,NC,CAHPS_GRP_12,Attention to patient medication cost.,30,
UNC PHYSICIANS AND ASSOCIATES,0648181156,NC,CAHPS_GRP_2,How well clinicians communicate.,84,
UNC PHYSICIANS AND ASSOCIATES,0648181156,NC,CAHPS_GRP_3,Patients' rating of clinicians.,80,
UNC PHYSICIANS AND ASSOCIATES,0648181156,NC,CAHPS_GRP_5,Health promotion and education.,61,
UNC PHYSICIANS AND ASSOCIATES,0648181156,NC,CAHPS_GRP_8,Courteous and helpful office staff.,79,
UNC PHYSICIANS AND ASSOCIATES,0648181156,NC,CAHPS_GRP_9,Clinicians working together for your care.,78,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_10,Between visit communication.,57,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_12,Attention to patient medication cost.,28,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_2,How well clinicians communicate.,80,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_3,Patients' rating of clinicians.,75,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_5,Health promotion and education.,64,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_8,Courteous and helpful office staff.,83,
HOLY FAMILY MEMORIAL INC,0648183160,WI,CAHPS_GRP_9,Clinicians working together for your care.,76,
PROVIDENCE HEALTH AND SERVICES - OREGON,0648183608,OR,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,
PROVIDENCE HEALTH AND SERVICES - OREGON,0648183608,OR,CAHPS_GRP_10,Between visit communication.,68,
PROVIDENCE HEALTH AND SERVICES - OREGON,0648183608,OR,CAHPS_GRP_12,Attention to patient medication cost.,19,
PROVIDENCE HEALTH AND SERVICES - OREGON,0648183608,OR,CAHPS_GRP_2,How well clinicians communicate.,82,
PROVIDENCE HEALTH AND SERVICES - OREGON,0648183608,OR,CAHPS_GRP_3,Patients' rating of clinicians.,80,
PROVIDENCE HEALTH AND SERVICES - OREGON,0648183608,OR,CAHPS_GRP_5,Health promotion and education.,61,
PROVIDENCE HEALTH AND SERVICES - OREGON,0648183608,OR,CAHPS_GRP_8,Courteous and helpful office staff.,81,
PROVIDENCE HEALTH AND SERVICES - OREGON,0648183608,OR,CAHPS_GRP_9,Clinicians working together for your care.,76,
CITY MEDICAL OF UPPER EAST SIDE PLLC,0648465039,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,8
CITY MEDICAL OF UPPER EAST SIDE PLLC,0648465039,NY,CAHPS_GRP_10,Between visit communication.,,8
CITY MEDICAL OF UPPER EAST SIDE PLLC,0648465039,NY,CAHPS_GRP_12,Attention to patient medication cost.,17,
CITY MEDICAL OF UPPER EAST SIDE PLLC,0648465039,NY,CAHPS_GRP_2,How well clinicians communicate.,,8
CITY MEDICAL OF UPPER EAST SIDE PLLC,0648465039,NY,CAHPS_GRP_3,Patients' rating of clinicians.,,8
CITY MEDICAL OF UPPER EAST SIDE PLLC,0648465039,NY,CAHPS_GRP_5,Health promotion and education.,52,
CITY MEDICAL OF UPPER EAST SIDE PLLC,0648465039,NY,CAHPS_GRP_8,Courteous and helpful office staff.,,8
CITY MEDICAL OF UPPER EAST SIDE PLLC,0648465039,NY,CAHPS_GRP_9,Clinicians working together for your care.,,8
"CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC",0749180198,NJ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,
"CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC",0749180198,NJ,CAHPS_GRP_10,Between visit communication.,47,
"CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC",0749180198,NJ,CAHPS_GRP_12,Attention to patient medication cost.,29,
"CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC",0749180198,NJ,CAHPS_GRP_2,How well clinicians communicate.,86,
"CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC",0749180198,NJ,CAHPS_GRP_3,Patients' rating of clinicians.,80,
"CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC",0749180198,NJ,CAHPS_GRP_5,Health promotion and education.,61,
"CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC",0749180198,NJ,CAHPS_GRP_8,Courteous and helpful office staff.,82,
"CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC",0749180198,NJ,CAHPS_GRP_9,Clinicians working together for your care.,74,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_10,Between visit communication.,47,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_12,Attention to patient medication cost.,28,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_2,How well clinicians communicate.,82,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_3,Patients' rating of clinicians.,81,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_5,Health promotion and education.,55,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_8,Courteous and helpful office staff.,80,
FLORIDA HOSPITAL MEDICAL GROUP INC,0749186153,FL,CAHPS_GRP_9,Clinicians working together for your care.,72,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_10,Between visit communication.,60,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_12,Attention to patient medication cost.,26,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_2,How well clinicians communicate.,82,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_3,Patients' rating of clinicians.,81,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_5,Health promotion and education.,54,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_8,Courteous and helpful office staff.,79,
ENT AND ALLERGY ASSOCIATES LLP,0749193662,NY,CAHPS_GRP_9,Clinicians working together for your care.,69,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_1,"Getting timely care, appointments, and information.",66,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_10,Between visit communication.,61,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_12,Attention to patient medication cost.,31,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_2,How well clinicians communicate.,85,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_3,Patients' rating of clinicians.,82,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_5,Health promotion and education.,55,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_8,Courteous and helpful office staff.,81,
SHANNON CLINIC,0840103727,TX,CAHPS_GRP_9,Clinicians working together for your care.,79,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_10,Between visit communication.,53,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_12,Attention to patient medication cost.,26,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_2,How well clinicians communicate.,85,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_3,Patients' rating of clinicians.,82,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_5,Health promotion and education.,64,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_8,Courteous and helpful office staff.,81,
ALLIANCE PHYSICIANS INC,0840104360,OH,CAHPS_GRP_9,Clinicians working together for your care.,79,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",68,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_10,Between visit communication.,59,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_12,Attention to patient medication cost.,34,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_2,How well clinicians communicate.,86,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_3,Patients' rating of clinicians.,89,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_5,Health promotion and education.,56,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_8,Courteous and helpful office staff.,84,
APPALACHIAN REGIONAL HEALTHCARE INC,0840107835,KY,CAHPS_GRP_9,Clinicians working together for your care.,73,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_10,Between visit communication.,61,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_12,Attention to patient medication cost.,36,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_2,How well clinicians communicate.,85,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_3,Patients' rating of clinicians.,84,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_5,Health promotion and education.,63,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_8,Courteous and helpful office staff.,85,
REX HOSPITAL INC,0840109864,NC,CAHPS_GRP_9,Clinicians working together for your care.,77,
SCL HEALTH MEDICAL GROUP DENVER LLC,0840513552,CO,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,
SCL HEALTH MEDICAL GROUP DENVER LLC,0840513552,CO,CAHPS_GRP_10,Between visit communication.,68,
SCL HEALTH MEDICAL GROUP DENVER LLC,0840513552,CO,CAHPS_GRP_12,Attention to patient medication cost.,26,
SCL HEALTH MEDICAL GROUP DENVER LLC,0840513552,CO,CAHPS_GRP_2,How well clinicians communicate.,84,
SCL HEALTH MEDICAL GROUP DENVER LLC,0840513552,CO,CAHPS_GRP_3,Patients' rating of clinicians.,76,
SCL HEALTH MEDICAL GROUP DENVER LLC,0840513552,CO,CAHPS_GRP_5,Health promotion and education.,54,
SCL HEALTH MEDICAL GROUP DENVER LLC,0840513552,CO,CAHPS_GRP_8,Courteous and helpful office staff.,78,
SCL HEALTH MEDICAL GROUP DENVER LLC,0840513552,CO,CAHPS_GRP_9,Clinicians working together for your care.,78,
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,8
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_10,Between visit communication.,,8
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_12,Attention to patient medication cost.,,8
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_2,How well clinicians communicate.,,8
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_3,Patients' rating of clinicians.,84,
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_5,Health promotion and education.,,8
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_8,Courteous and helpful office staff.,83,
UROLOGY CENTERS OF ALABAMA PC,0941264345,AL,CAHPS_GRP_9,Clinicians working together for your care.,,8
TRI-COUNTY PRACTICE ASSOCIATION,0941333280,TX,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,
TRI-COUNTY PRACTICE ASSOCIATION,0941333280,TX,CAHPS_GRP_10,Between visit communication.,58,
TRI-COUNTY PRACTICE ASSOCIATION,0941333280,TX,CAHPS_GRP_12,Attention to patient medication cost.,33,
TRI-COUNTY PRACTICE ASSOCIATION,0941333280,TX,CAHPS_GRP_2,How well clinicians communicate.,86,
TRI-COUNTY PRACTICE ASSOCIATION,0941333280,TX,CAHPS_GRP_3,Patients' rating of clinicians.,77,
TRI-COUNTY PRACTICE ASSOCIATION,0941333280,TX,CAHPS_GRP_5,Health promotion and education.,62,
TRI-COUNTY PRACTICE ASSOCIATION,0941333280,TX,CAHPS_GRP_8,Courteous and helpful office staff.,81,
TRI-COUNTY PRACTICE ASSOCIATION,0941333280,TX,CAHPS_GRP_9,Clinicians working together for your care.,76,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_10,Between visit communication.,53,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_12,Attention to patient medication cost.,32,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_2,How well clinicians communicate.,83,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_3,Patients' rating of clinicians.,84,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_5,Health promotion and education.,55,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_8,Courteous and helpful office staff.,82,
"PRIMARY CARE GROUP, LLC",0941480131,TN,CAHPS_GRP_9,Clinicians working together for your care.,76,
"ASPIRUS CLINICS, INC.",1052223625,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,
"ASPIRUS CLINICS, INC.",1052223625,WI,CAHPS_GRP_10,Between visit communication.,62,
"ASPIRUS CLINICS, INC.",1052223625,WI,CAHPS_GRP_12,Attention to patient medication cost.,31,
"ASPIRUS CLINICS, INC.",1052223625,WI,CAHPS_GRP_2,How well clinicians communicate.,82,
"ASPIRUS CLINICS, INC.",1052223625,WI,CAHPS_GRP_3,Patients' rating of clinicians.,79,
"ASPIRUS CLINICS, INC.",1052223625,WI,CAHPS_GRP_5,Health promotion and education.,63,
"ASPIRUS CLINICS, INC.",1052223625,WI,CAHPS_GRP_8,Courteous and helpful office staff.,82,
"ASPIRUS CLINICS, INC.",1052223625,WI,CAHPS_GRP_9,Clinicians working together for your care.,77,
"PRIMARY CARE ASSOCIATES OF APPLETON, LTD",1052348612,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",73,
"PRIMARY CARE ASSOCIATES OF APPLETON, LTD",1052348612,WI,CAHPS_GRP_10,Between visit communication.,65,
"PRIMARY CARE ASSOCIATES OF APPLETON, LTD",1052348612,WI,CAHPS_GRP_12,Attention to patient medication cost.,32,
"PRIMARY CARE ASSOCIATES OF APPLETON, LTD",1052348612,WI,CAHPS_GRP_2,How well clinicians communicate.,86,
"PRIMARY CARE ASSOCIATES OF APPLETON, LTD",1052348612,WI,CAHPS_GRP_3,Patients' rating of clinicians.,87,
"PRIMARY CARE ASSOCIATES OF APPLETON, LTD",1052348612,WI,CAHPS_GRP_5,Health promotion and education.,67,
"PRIMARY CARE ASSOCIATES OF APPLETON, LTD",1052348612,WI,CAHPS_GRP_8,Courteous and helpful office staff.,92,
"PRIMARY CARE ASSOCIATES OF APPLETON, LTD",1052348612,WI,CAHPS_GRP_9,Clinicians working together for your care.,84,
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,MS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,8
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,MS,CAHPS_GRP_10,Between visit communication.,52,
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,MS,CAHPS_GRP_12,Attention to patient medication cost.,37,
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,MS,CAHPS_GRP_2,How well clinicians communicate.,86,
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,MS,CAHPS_GRP_3,Patients' rating of clinicians.,85,
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,MS,CAHPS_GRP_5,Health promotion and education.,53,
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,MS,CAHPS_GRP_8,Courteous and helpful office staff.,80,
MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,1153216411,MS,CAHPS_GRP_9,Clinicians working together for your care.,79,
THE PRESBYTERIAN HOSPITAL,1153231907,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,
THE PRESBYTERIAN HOSPITAL,1153231907,NC,CAHPS_GRP_10,Between visit communication.,58,
THE PRESBYTERIAN HOSPITAL,1153231907,NC,CAHPS_GRP_12,Attention to patient medication cost.,28,
THE PRESBYTERIAN HOSPITAL,1153231907,NC,CAHPS_GRP_2,How well clinicians communicate.,82,
THE PRESBYTERIAN HOSPITAL,1153231907,NC,CAHPS_GRP_3,Patients' rating of clinicians.,80,
THE PRESBYTERIAN HOSPITAL,1153231907,NC,CAHPS_GRP_5,Health promotion and education.,63,
THE PRESBYTERIAN HOSPITAL,1153231907,NC,CAHPS_GRP_8,Courteous and helpful office staff.,79,
THE PRESBYTERIAN HOSPITAL,1153231907,NC,CAHPS_GRP_9,Clinicians working together for your care.,73,
NOVANT MEDICAL GROUP INC,1153234893,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",58,
NOVANT MEDICAL GROUP INC,1153234893,NC,CAHPS_GRP_10,Between visit communication.,68,
NOVANT MEDICAL GROUP INC,1153234893,NC,CAHPS_GRP_12,Attention to patient medication cost.,33,
NOVANT MEDICAL GROUP INC,1153234893,NC,CAHPS_GRP_2,How well clinicians communicate.,84,
NOVANT MEDICAL GROUP INC,1153234893,NC,CAHPS_GRP_3,Patients' rating of clinicians.,88,
NOVANT MEDICAL GROUP INC,1153234893,NC,CAHPS_GRP_5,Health promotion and education.,62,
NOVANT MEDICAL GROUP INC,1153234893,NC,CAHPS_GRP_8,Courteous and helpful office staff.,87,
NOVANT MEDICAL GROUP INC,1153234893,NC,CAHPS_GRP_9,Clinicians working together for your care.,81,
"BENEFIS HOSPITALS, INC.",1153235296,MT,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,8
"BENEFIS HOSPITALS, INC.",1153235296,MT,CAHPS_GRP_10,Between visit communication.,55,
"BENEFIS HOSPITALS, INC.",1153235296,MT,CAHPS_GRP_12,Attention to patient medication cost.,29,
"BENEFIS HOSPITALS, INC.",1153235296,MT,CAHPS_GRP_2,How well clinicians communicate.,79,
"BENEFIS HOSPITALS, INC.",1153235296,MT,CAHPS_GRP_3,Patients' rating of clinicians.,79,
"BENEFIS HOSPITALS, INC.",1153235296,MT,CAHPS_GRP_5,Health promotion and education.,56,
"BENEFIS HOSPITALS, INC.",1153235296,MT,CAHPS_GRP_8,Courteous and helpful office staff.,84,
"BENEFIS HOSPITALS, INC.",1153235296,MT,CAHPS_GRP_9,Clinicians working together for your care.,72,
MAINEGENERAL MEDICAL CENTER,1254245715,ME,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,
MAINEGENERAL MEDICAL CENTER,1254245715,ME,CAHPS_GRP_10,Between visit communication.,57,
MAINEGENERAL MEDICAL CENTER,1254245715,ME,CAHPS_GRP_12,Attention to patient medication cost.,28,
MAINEGENERAL MEDICAL CENTER,1254245715,ME,CAHPS_GRP_2,How well clinicians communicate.,84,
MAINEGENERAL MEDICAL CENTER,1254245715,ME,CAHPS_GRP_3,Patients' rating of clinicians.,82,
MAINEGENERAL MEDICAL CENTER,1254245715,ME,CAHPS_GRP_5,Health promotion and education.,65,
MAINEGENERAL MEDICAL CENTER,1254245715,ME,CAHPS_GRP_8,Courteous and helpful office staff.,85,
MAINEGENERAL MEDICAL CENTER,1254245715,ME,CAHPS_GRP_9,Clinicians working together for your care.,75,
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_10,Between visit communication.,46,
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_12,Attention to patient medication cost.,25,
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_2,How well clinicians communicate.,,8
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_3,Patients' rating of clinicians.,76,
LESTER E COX MEDICAL CENTERS,1254248917,MO,CAHPS_GRP_5,Health promotion and education.,62,
